Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010]
Nigeria,NGA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,11.4484782477169,9.87698549509599,9.50301467345138,7.94022957764935,8.07796761123701,9.24377627186121,9.11434010392503,5.96870160204491
Northern Mariana Islands,MNP,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,NOR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,40.6975968847518,40.8884084917231,41.04315250531,40.2346270750526,41.5739103007769,40.1713590358043,37.9291087054843,37.1629791365116,38.7506963596723,35.6122812575798,32.4420413744806,33.1641936999268,38.1794163625887,37.609972258805,35.6054862537816,33.5216411539401,32.5012458741703,32.5346052383524,31.2664947147825,36.022954293085,35.3152729500801
Oman,OMN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,32.5357786730174,31.7166574940378,33.9000396833685,33.5560829377967,33.7024137861615,32.3585385615496,29.0485674888923,27.4291813777814,30.0803607796853,28.3798566753502,29.5403034423913,31.3558755498509,30.8900050355718,30.6496597821644,30.0086119979835,27.5407915655594,26.3705929627171,25.8506470231989,17.8626788680551,25.6367809172655,22.3815394986606
Pakistan,PAK,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,19.8478164937616,19.3687765804683,19.6239806704923,21.0995010656086,19.7517910401869,19.1331148890468,20.7391566631591,19.7528983096077,19.2280113651642,18.9942141568531,17.1871124491684,16.254457082197,16.9251866414952,16.8290861030165,14.4344198646239,14.6238596925251,14.1468155440011,15.3204305814009,17.9423755275071,16.1929579194447,17.5003544764524
Palau,PLW,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,31.1517456602302,30.0016640781007,29.0520956665877,29.98479587434,27.0156591866626,24.5386378678548,25.7841111454516,27.2795355669812,24.0769644779333,29.331120726762,30.0470326013271,26.9230976405067,22.093912745056,..,..,..,..,..,..,..,..
Paraguay,PRY,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.0942341682189,15.5975749654488,14.8633887844107,14.3846986272232,17.6507709150492,16.0989948152498
Peru,PER,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,71.191430832218,28.6043268915018,23.4727928375605,21.7508197109303,21.3516063258909,19.2251149563873,18.9914900520626,17.7635324876537,18.6151944201838,17.8181315090752,18.4212887077482,18.2439858212758,17.6134329055327,17.7708378805601,17.3833715752298,18.0201336794962,17.0776767262438,18.1434002111455,17.8236305892688,18.4835822470063,17.8223398948007
Philippines,PHL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,16.7639061784918,15.9932885206941,16.2038061231511,15.9084327315073,..,..,..,..,..,..,16.2167930750257,16.9471758372395,16.8286066631042,16.9123527338583,15.8542775743661,17.2039986049959,15.2236488779989,14.503690948607,14.1608561524583,15.1680199170953,14.4003319143808
Poland,POL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,51.9834124588286,..,..,..,..,..,31.5752420587357,..,..,..,..,..,36.8956796181199,36.5958325855468,34.947478328232,35.6020555662255,36.4299727155067,36.5439767743239
Portugal,PRT,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,39.9001356365761,40.4175522872055,39.1674572455693,37.8737798857435,40.6888735074826,39.7467163207518,39.4020106415404,40.9829181913196,40.2201371614999,37.4453311320028,37.7122522516702,38.5626603715851,38.9089061404103,40.1567097017708,40.7677280357604,41.7289651155264,40.4771044395742,39.6852105849192,40.7204509408826,44.016519064688,44.6338547833307
Puerto Rico,PRI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Qatar,QAT,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.4683687738071,19.8316299171453,22.1649873178678,16.062610350437,14.2631078370668,19.388198556123,18.7227095416557
Romania,ROU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,84.4946963515561,104.635419029902,99.3562993431964,73.9527745335849,43.0974910814955,40.5683910823201,66.8774806996118,46.4590040133753,50.9499998658003,34.2161234620418,34.3131308035775,32.9624126997005,31.7866736552447,30.6255097199603,31.0921994825277,31.1668814770139,31.5141916108821,33.8660190279729,33.4029699724651,36.2274123702213,35.1350328752975
Russian Federation,RUS,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,96.3179989504985,27.0478919361441,..,..,28.1109071504803,37.2089291146943,20.2862414994195,21.1630256241787,22.7584865154971,22.5587588349904,23.046306391951,21.5738426684628,19.9480998631588,19.500541407903,23.0065418452515,21.5321924180169,32.1089900843143,27.3772633533801
Rwanda,RWA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,12.4055452717094,12.329476748655,14.3119977032244,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.3546525111782,14.4323096834604,15.4744761414444
Samoa,WSM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.4729266926646
San Marino,SMR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,..,..,..,..,79151.7113707569,..,..,..,..,..,..,..,46.725257540107,40.9293860603015,43.2439559679548,39.1588972486438,38.0618447378309,39.4336672287105,38.695514612182,..,..
