"","iso_o","iso_d","contig","comlang_off","comlang_ethno","colony","comcol","curcol","col45","smctry","dist","distcap","distw","distwces"
"11445","DEU","BHR",0,0,0,0,0,0,0,0,4610.664,4259.616,"4422.71","4416.812"
"11446","DEU","BHS",0,0,0,0,0,0,0,0,7479.404,7877.293,"7665.657","7661.935"
"11447","DEU","BIH",0,0,0,0,0,0,0,0,1202.42,1033.222,"1020.18","986.2493"
"11448","DEU","BLR",0,0,0,0,0,0,0,0,1405.056,948.8527,"1262.182","1214.81"
"11449","DEU","BLZ",0,0,0,0,0,0,0,0,8917.346,9301.417,"9065.331","9062.037"
"11450","DEU","BMU",0,0,0,0,0,0,0,0,6050.847,6461.397,"6240.838","6236.335"
"11451","DEU","BOL",0,0,0,0,0,0,0,0,10457.82,10954.67,"10575.86","10570.4"
"11452","DEU","BRA",0,0,0,0,0,0,0,0,9847.663,9601.955,"9395.881","9306.738"
"11453","DEU","BRB",0,0,0,0,0,0,0,0,7264.996,7717.745,"7459.262","7455.145"
"11454","DEU","BRN",0,0,0,0,0,0,0,0,10811.99,10355.61,"10614.45","10611.43"
"11455","DEU","BTN",0,0,0,0,0,0,0,0,7174.233,6719.463,"7014.233","7009.382"
"11456","DEU","BWA",0,0,0,0,0,0,0,0,8683.136,8687.009,"8473.321","8466.404"
"11457","DEU","CAF",0,0,0,0,0,0,0,0,5350.604,5380.354,"5231.482","5223.69"
"11458","DEU","CAN",0,0,0,0,0,0,0,0,6160.559,6134.981,"6541.714","6454.213"
"11459","DEU","CCK",0,0,0,0,0,0,0,0,11091.56,10679.39,".","."
"11460","DEU","CHE",1,1,1,0,0,0,0,0,503.8007,755.3049,"543.4735","468.7134"
"11461","DEU","CHL",0,0,0,0,0,0,0,0,12098.41,12542.61,"12267.26","12248.09"
"11462","DEU","CHN",0,0,0,0,0,0,0,0,7785.342,7363.33,"8031.667","8003.2"
"11463","DEU","CIV",0,0,0,0,0,0,0,0,5236.513,5365.942,"5222.712","5213.965"
"11464","DEU","CMR",0,0,0,0,0,0,0,0,5316.503,5421.212,"5072.483","5048.026"
"11465","DEU","COG",0,0,0,0,0,0,0,0,6248.905,6320.371,"6192.056","6184.664"
"11466","DEU","COK",0,0,0,0,0,0,0,0,16474.39,16497.66,"16502.69","16497.99"
"11467","DEU","COL",0,0,0,0,0,0,0,0,9062.736,9505.208,"9137.329","9127.179"
"11468","DEU","COM",0,0,0,0,0,0,0,0,7847.916,7694.43,"7764.539","7760.915"
"11469","DEU","CPV",0,0,0,0,0,0,0,0,4889.913,5298.168,"4979.282","4971.706"
"11470","DEU","CRI",0,0,0,0,0,0,0,0,9221.746,9636.827,"9425.447","9422.404"
"11471","DEU","CUB",0,0,0,0,0,0,0,0,7986.025,8374.303,"8097.509","8092.784"
"11472","DEU","CXR",0,0,0,0,0,0,0,0,11526.17,11090.21,".","."
"11473","DEU","CYM",0,0,0,0,0,0,0,0,8238.333,8639.749,"8435.141","8431.866"
"11474","DEU","CYP",0,0,0,0,0,0,0,0,2776.08,2493.336,"2620.761","2610.99"
"11475","DEU","CZE",1,0,0,0,0,0,0,0,545.6255,279.8608,"483.3867","406.4409"
"11476","DEU","DEU",0,0,0,0,0,0,0,0,224.8358,224.8358,"301.0826","129.6204"
"11477","DEU","DJI",0,0,0,0,0,0,0,0,5505.173,5274.28,"5357.301","5352.582"
"11478","DEU","DMA",0,0,0,0,0,0,0,0,7196.926,7646.114,"7387.663","7383.549"
"11479","DEU","DNK",1,0,0,0,0,0,0,0,595.8536,352.9857,"537.62","477.6479"
"11480","DEU","DOM",0,0,0,0,0,0,0,0,7507.384,7938.774,"7709.526","7705.639"
"11481","DEU","DZA",0,0,0,0,0,0,0,0,1658.841,1927.453,"1812.23","1782.627"
"11482","DEU","ECU",0,0,0,0,0,0,0,0,9724.277,10167.32,"10096.2","10091.5"
"11483","DEU","EGY",0,0,0,0,0,0,0,0,3111.573,2895.229,"2956.822","2941.48"
"11484","DEU","ERI",0,0,0,0,0,0,0,0,4919.472,4708.882,"4826.117","4817.494"
"11485","DEU","ESH",0,0,0,0,0,0,0,0,3190.601,3582.528,"3396.892","3379.718"
"11486","DEU","ESP",0,0,0,0,0,0,0,0,1479.332,1873.129,"1627.346","1550.94"
"11487","DEU","EST",0,0,0,0,0,0,0,0,1421.076,1038.978,"1321.21","1290.608"
"11488","DEU","ETH",0,0,0,0,0,0,0,0,5541.322,5356.892,"5378.895","5369.238"
"11489","DEU","FIN",0,0,0,0,0,0,0,0,1474.956,1104.221,"1435.278","1398.036"
"11490","DEU","FJI",0,0,0,0,0,0,0,0,16247.89,15988.2,"16157.92","16155.79"
"11491","DEU","FLK",0,0,0,0,0,0,0,0,12991.32,13369.15,"13109.14","13106.31"
"11492","DEU","FRA",1,0,0,0,0,0,0,0,439.8984,880.187,"789.5815","682.0841"
"11493","DEU","FRO",0,0,0,0,0,0,0,0,1436.932,1597.009,"1563.716","1548.451"
"11494","DEU","FSM",0,0,0,1,0,0,0,0,12979.78,12627.76,"12591.16","12578.41"
"11495","DEU","GAB",0,0,0,0,0,0,0,0,5690.174,5816.176,"5731.293","5724.206"
"11496","DEU","GBR",0,0,0,0,0,0,0,0,495.3633,936.1019,"808.641","752.69"
"11497","DEU","GEO",0,0,0,0,0,0,0,0,3049.704,2636.6,"2771.096","2755.907"
"11498","DEU","GHA",0,0,0,0,0,0,0,0,5154.183,5377.102,"5105.261","5093.784"
"11499","DEU","GIB",0,0,0,0,0,0,0,0,1967.273,2344.118,"2088.955","2073.497"
"11500","DEU","GIN",0,0,0,0,0,0,0,0,5106.668,5460.412,"5072.055","5063.469"
"11501","DEU","GLP",0,0,0,0,0,0,0,0,7161.309,7609.373,"7327.432","7323.273"
"11502","DEU","GMB",0,0,0,0,0,0,0,0,4730.976,5100.625,"4838.93","4831.884"
"11503","DEU","GNB",0,0,0,0,0,0,0,0,4858.305,5217.605,"4959.793","4952.957"
"11504","DEU","GNQ",0,0,0,0,0,0,0,0,5313.557,5446.188,"5422.414","5414.664"
"11505","DEU","GRC",0,0,0,0,0,0,0,0,1990.582,1803.951,"1810.254","1786.286"
"11506","DEU","GRD",0,0,0,0,0,0,0,0,7499.045,7950.677,"7686.532","7682.538"
"11507","DEU","GRL",0,0,0,0,0,0,0,0,3597.458,3820.796,"3702.079","3679.675"
"11508","DEU","GTM",0,0,0,0,0,0,0,0,9256.591,9641.821,"9458.776","9455.73"
"11509","DEU","GUF",0,0,0,0,0,0,0,0,7503.667,7958.803,"7715.788","7711.113"
"11510","DEU","GUY",0,0,0,0,0,0,0,0,7722.085,8178.226,"7928.409","7924.188"
"11511","DEU","HKG",0,0,0,0,0,0,0,0,9209.702,8759.48,"9026.214","9022.528"
"11512","DEU","HND",0,0,0,0,0,0,0,0,9083.054,9480.055,"9220.706","9217.312"
"11513","DEU","HRV",0,0,0,0,0,0,0,0,912.2662,771.8766,"853.229","805.6143"
"11514","DEU","HTI",0,0,0,0,0,0,0,0,7679.781,8105.72,"7872.879","7869.023"
"11515","DEU","HUN",0,0,0,0,0,0,0,0,976.2567,689.5331,"841.2282","805.9931"
"11516","DEU","IDN",0,0,0,0,0,0,0,0,11227.22,10783.79,"11030.03","11000.95"
"11517","DEU","IND",0,0,0,0,0,0,0,0,6229.637,5785.567,"6565.789","6528.24"
"11518","DEU","IRL",0,0,0,0,0,0,0,0,920.8693,1318.172,"1169.722","1141.378"
"11519","DEU","IRN",0,0,0,0,0,0,0,0,3914.946,3512.118,"3811.351","3773.798"
"11520","DEU","IRQ",0,0,0,0,0,0,0,0,3621.25,3265.723,"3448.862","3428.476"
"11521","DEU","ISL",0,0,0,0,0,0,0,0,2189.024,2391.053,"2316.602","2305.316"
"11522","DEU","ISR",0,0,0,0,0,0,0,0,3122.905,2852.534,"2972.164","2963.3"
"11523","DEU","ITA",0,0,0,0,0,0,0,0,1146.023,1187.299,"1013.826","889.9425"
"11524","DEU","JAM",0,0,0,0,0,0,0,0,8037.315,8454.036,"8243.737","8240.274"
"11525","DEU","JOR",0,0,0,0,0,0,0,0,3202.998,2922.396,"3036.515","3027.705"
"11526","DEU","JPN",0,0,0,0,0,0,0,0,9298.341,8927.671,"9086.037","9079.584"
"11527","DEU","KAZ",0,0,0,0,0,0,0,0,5148.398,3884.671,"4333.309","4233.814"
"11528","DEU","KEN",0,0,0,0,0,0,0,0,6509.792,6377.074,"6409.654","6399.876"
"11529","DEU","KGZ",0,0,0,0,0,0,0,0,5016.011,4559.661,"4848.92","4841.335"
"11530","DEU","KHM",0,0,0,0,0,0,0,0,9552.044,9096.893,"9310.814","9306.362"
"11531","DEU","KIR",0,0,0,0,0,0,0,0,14008.35,13740.7,"13979.2","13974.66"
"11532","DEU","KNA",0,0,0,0,0,0,0,0,7120.265,7565.575,"7273.679","7259.721"
"11533","DEU","KOR",0,0,0,0,0,0,0,0,8543.784,8139.991,"8503.73","8497.744"
"11534","DEU","KWT",0,0,0,0,0,0,0,0,4177.56,3825.069,"3999.126","3992.58"
"11535","DEU","LAO",0,0,0,0,0,0,0,0,8842.204,8386.077,"8725.066","8713.685"
"11536","DEU","LBN",0,0,0,0,0,0,0,0,3013.148,2720.929,"2848.546","2839.559"
"11537","DEU","LBR",0,0,0,0,0,0,0,0,5283.326,5595.707,"5355.48","5348.709"
"11538","DEU","LBY",0,0,0,0,0,0,0,0,2143.809,2203.819,"2231.11","2204.794"
"11539","DEU","LCA",0,0,0,0,0,0,0,0,7279.451,7730.241,"7479.724","7475.642"
"11540","DEU","LKA",0,0,0,0,0,0,0,0,8232.307,7825.898,"8003.832","7999.314"
"11541","DEU","LSO",0,0,0,0,0,0,0,0,9212.81,9212.143,"9158.263","9155.075"
"11542","DEU","LTU",0,0,0,0,0,0,0,0,1272.883,820.2604,"1037.258","994.6305"
"11543","DEU","LUX",1,1,0,0,0,0,0,0,215.9864,603.6375,"377.74","298.1884"
"11544","DEU","LVA",0,0,0,0,0,0,0,0,1265.433,842.7612,"1125.732","1086.836"
"11545","DEU","MAC",0,0,0,0,0,0,0,0,9172.872,8722.092,".","."
"11546","DEU","MAR",0,0,0,0,0,0,0,0,2237.169,2614.646,"2404.765","2377.604"
"11547","DEU","MDA",0,0,0,0,0,0,0,0,1656.772,1264.197,"1463.109","1442.507"
"11548","DEU","MDG",0,0,0,0,0,0,0,0,8764.171,8601.846,"8665.77","8657.001"
"11549","DEU","MDV",0,0,0,0,0,0,0,0,8042.136,7664.653,"7886.07","7878.167"
"11550","DEU","MEX",0,0,0,0,0,0,0,0,9399.781,9739.229,"9475.768","9467.1"
"11551","DEU","MHL",0,0,0,0,0,0,0,0,13337.16,13064.9,"13190.83","13187.17"
"11552","DEU","MKD",0,0,0,0,0,0,0,0,1521.612,1318.674,"1403.964","1384.221"
"11553","DEU","MLI",0,0,0,0,0,0,0,0,4524.183,4829.943,"4525.833","4512.55"
"11554","DEU","MLT",0,0,0,0,0,0,0,0,1833.687,1853.322,"1772.423","1755.128"
"11555","DEU","MMR",0,0,0,0,0,0,0,0,8508.293,8055.951,"8202.389","8192.261"
"11556","DEU","MNG",0,0,0,0,0,0,0,0,6613.546,6192.851,"6409.082","6390.894"
"11557","DEU","MNP",0,0,0,1,0,0,0,0,11608.55,11217.94,"11485.13","11482.16"
"11558","DEU","MOZ",0,0,0,0,0,0,0,0,8975.49,8933.64,"8425.986","8399.236"
"11559","DEU","MRT",0,0,0,0,0,0,0,0,4221.304,4599.994,"4293.281","4279.258"
"11560","DEU","MSR",0,0,0,0,0,0,0,0,7135.144,7581.823,".","."
"11561","DEU","MTQ",0,0,0,0,0,0,0,0,7236.228,7686.403,"7426.871","7422.77"
"11562","DEU","MUS",0,0,0,0,0,0,0,0,9364.408,9143.453,"9224.183","9221.442"
"11563","DEU","MWI",0,0,0,0,0,0,0,0,7732.286,7656.65,"7701.453","7693.778"
"11564","DEU","MYS",0,0,0,0,0,0,0,0,10070.46,9623.965,"9986.959","9972.264"
"11565","DEU","NAM",0,0,0,1,0,0,0,0,8299.138,8366.187,"8196.301","8183.492"
"11566","DEU","NCL",0,0,0,0,0,0,0,0,16333.24,15956.71,"16160.98","16158.49"
"11567","DEU","NER",0,0,0,0,0,0,0,0,4244.892,4456.21,"4181.92","4167.451"
"11568","DEU","NFK",0,0,0,0,0,0,0,0,17081.25,16689.12,"16951.88","16949.91"
"11569","DEU","NGA",0,0,0,0,0,0,0,0,5020.854,4858.187,"4846.996","4824.641"
"11570","DEU","NIC",0,0,0,0,0,0,0,0,9191.415,9595.835,"9363.904","9360.59"
"11571","DEU","NIU",0,0,0,0,0,0,0,0,16411.93,16292.29,"16429.35","16427.58"
"11572","DEU","NLD",1,0,0,0,0,0,0,0,173.5239,577.8569,"379.1754","281.7572"
"11573","DEU","NOR",0,0,0,0,0,0,0,0,969.2816,838.0254,"1038.91","970.3279"
"11574","DEU","NPL",0,0,0,0,0,0,0,0,6859.421,6407.434,"6636.189","6627.127"
"11575","DEU","NRU",0,0,0,1,0,0,0,0,14060.19,13744.06,"13977.27","13974.92"
"11576","DEU","NZL",0,0,0,0,0,0,0,0,18824.75,18386.66,"18219.9","18216.06"
"11577","DEU","OMN",0,0,0,0,0,0,0,0,5356.058,4976.974,"5138.525","5130.269"
"11578","DEU","PAK",0,0,0,0,0,0,0,0,5560.783,5114.034,"5550.772","5542.942"
"11579","DEU","PAL",0,0,0,0,0,0,0,0,3152.752,2890.074,"2999.04","2990.507"
"11580","DEU","PAN",0,0,0,0,0,0,0,0,8995.78,9423.655,"9246.935","9242.864"
"11581","DEU","PCN",0,0,0,0,0,0,0,0,15372.79,15714.11,".","."
"11582","DEU","PER",0,0,0,0,0,0,0,0,10659.87,11114.22,"10747.49","10740.57"
"11583","DEU","PHL",0,0,0,0,0,0,0,0,10320.74,9871.489,"10308.54","10295.99"
"11584","DEU","PLW",0,0,0,1,0,0,0,0,11802.05,11366.3,"11639.45","11636.55"
"11585","DEU","PNG",0,0,0,1,0,0,0,0,14126.12,13696.35,"13779.21","13771.59"
"11586","DEU","POL",1,0,0,1,0,0,0,0,965.9211,515.774,"697.9935","608.9915"
"11587","DEU","PRI",0,0,0,0,0,0,0,0,7259.144,7697.482,"7477.402","7473.347"
"11588","DEU","PRK",0,0,0,0,0,0,0,0,8345.919,7942.429,"8198.39","8193.79"
"11589","DEU","PRT",0,0,0,0,0,0,0,0,1892.032,2314.488,"2021.61","1984.226"
"11590","DEU","PRY",0,0,0,0,0,0,0,0,10607.28,11042.98,"10733.88","10730.09"
"11591","DEU","PYF",0,0,0,0,0,0,0,0,15728.52,15864.42,"15845.72","15844.05"
"11592","DEU","QAT",0,0,0,0,0,0,0,0,4749.67,4398.253,"4553.797","4548.03"
"11593","DEU","REU",0,0,0,0,0,0,0,0,9331.957,9125.292,"9209.298","9206.52"
"11594","DEU","ROM",0,0,0,0,0,0,0,0,1621.217,1298.071,"1341.096","1300.491"
"11595","DEU","RUS",0,0,0,0,0,0,0,0,2065.183,1614.179,"2654.584","2290.932"
"11596","DEU","RWA",0,0,0,1,0,0,0,0,6330.884,6259.643,"6238.126","6233.723"
"11597","DEU","SAU",0,0,0,0,0,0,0,0,4498.257,4178.845,"4211.321","4189.311"
"11598","DEU","SDN",0,0,0,0,0,0,0,0,4597.51,4447.473,"4551.761","4537.652"
"11599","DEU","SEN",0,0,0,0,0,0,0,0,4643.462,5020.935,"4745.513","4737.43"
"11600","DEU","SGP",0,0,0,0,0,0,0,0,10380.27,9932.874,"10180.76","10177.78"
"11601","DEU","SHN",0,0,0,0,0,0,0,0,7600.403,7838.129,"7772.667","7686.453"
"11602","DEU","SLB",0,0,0,0,0,0,0,0,14750.74,14372.07,"14596.16","14593.21"
"11603","DEU","SLE",0,0,0,0,0,0,0,0,5129.104,5464.394,"5204.68","5198.098"
"11604","DEU","SLV",0,0,0,0,0,0,0,0,9249.982,9642.033,"9439.856","9436.94"
"11605","DEU","SMR",0,0,0,0,0,0,0,0,932.1286,957.727,"870.0517","827.3504"
"11606","DEU","SOM",0,0,0,0,0,0,0,0,6560.357,6348.271,"6232.701","6210.157"
"11607","DEU","SPM",0,0,0,0,0,0,0,0,4491.204,4864.025,"4677.535","4671.8"
"11608","DEU","STP",0,0,0,0,0,0,0,0,5706.03,5858.024,"5688.891","5683.507"
"11609","DEU","SUR",0,0,0,0,0,0,0,0,7608.084,8064.375,"7793.067","7787.236"
"11610","DEU","SVK",0,0,0,0,0,0,0,0,817.4212,553.9702,"751.6134","709.1596"
"11611","DEU","SVN",0,0,0,0,0,0,0,0,814.8665,723.9545,"711.9847","662.3086"
"11612","DEU","SWE",0,0,0,0,0,0,0,0,1118.929,810.3746,"929.3204","826.5554"
"11613","DEU","SWZ",0,0,0,0,0,0,0,0,8976.361,8945.386,"8916.29","8913.166"
"11614","DEU","SYC",0,0,0,0,0,0,0,0,7747.706,7488.993,"7589.414","7586.084"
"11615","DEU","SYR",0,0,0,0,0,0,0,0,3093.486,2796.854,"2842.564","2830.638"
"11616","DEU","TCA",0,0,0,0,0,0,0,0,7353.279,7775.956,"7558.455","7554.664"
"11617","DEU","TCD",0,0,0,0,0,0,0,0,4433.432,4494.927,"4511.328","4497.743"
"11618","DEU","TGO",0,0,0,0,0,0,0,0,5068.667,5277.266,"4983.175","4971.918"
"11619","DEU","THA",0,0,0,0,0,0,0,0,9065.879,8612.231,"8877.51","8871.397"
"11620","DEU","TJK",0,0,0,0,0,0,0,0,4910.893,4460.934,"4724.228","4716.796"
"11621","DEU","TKL",0,0,0,0,0,0,0,0,15306.4,15163.87,"15334.66","15332.67"
"11622","DEU","TKM",0,0,0,0,0,0,0,0,4234.307,3801.796,"4041.977","4021.6"
"11623","DEU","TMP",0,0,0,0,0,0,0,0,12720.83,12264.45,"12547.27","12544.66"
"11624","DEU","TON",0,0,0,0,0,0,0,0,16654.11,16462.71,"16597.13","16594.61"
"11625","DEU","TTO",0,0,0,0,0,0,0,0,7608.62,8061.456,"7813.286","7809.28"
"11626","DEU","TUN",0,0,0,0,0,0,0,0,1648.635,1765.166,"1728.645","1700.192"
"11627","DEU","TUR",0,0,0,0,0,0,0,0,2038.332,2038.686,"2167.774","2111.052"
"11628","DEU","TUV",0,0,0,0,0,0,0,0,15198.79,14966.2,"15075.38","15072.04"
"11629","DEU","TWN",0,0,0,0,0,0,0,0,9396.126,8958.811,"9275.322","9271.306"
"11630","DEU","TZA",0,0,0,0,0,0,0,0,7186.556,6866.708,"6900.44","6886.23"
"11631","DEU","UGA",0,0,0,0,0,0,0,0,6177.539,6077.621,"6029.86","6023.659"
"11632","DEU","UKR",0,0,0,0,0,0,0,0,1646.271,1204.434,"1695.696","1622.575"
"11633","DEU","URY",0,0,0,0,0,0,0,0,11412.01,11828.68,"11495.73","11491.75"
"11634","DEU","USA",0,0,0,0,0,0,0,0,6035.334,6717.542,"7595.452","7405.775"
"11635","DEU","UZB",0,0,0,0,0,0,0,0,4760.258,4306.54,"4539.407","4518.896"
"11636","DEU","VCT",0,0,0,0,0,0,0,0,7366.903,7818.121,"7565.869","7561.829"
"11637","DEU","VEN",0,0,0,0,0,0,0,0,7984.647,8431.873,"8289.505","8282.043"
"11638","DEU","VGB",0,0,0,0,0,0,0,0,7153.428,7594.297,"7352.69","7348.655"
"11639","DEU","VNM",0,0,0,0,0,0,0,0,8793.074,8337.11,"9259.051","9236.968"
"11640","DEU","VUT",0,0,0,0,0,0,0,0,15935.85,15586.78,"15744.82","15741.46"
"11641","DEU","WLF",0,0,0,0,0,0,0,0,15776.26,15584.03,"15753.65","15751.72"
"11642","DEU","WSM",0,0,0,1,0,0,0,0,15624.47,15313.59,"15845.2","15843.34"
"11643","DEU","YEM",0,0,0,0,0,0,0,0,5197.778,4942.02,"5135.836","5127.929"
"11644","DEU","YUG",0,0,0,0,0,0,0,0,1242.842,1001.548,"1159.349","1127.29"
"11645","DEU","ZAF",0,0,0,0,0,0,0,0,9571.156,8828.848,"9110.947","9096.961"
"11646","DEU","ZAR",0,0,0,0,0,0,0,0,6257.081,6327.962,"6392.761","6365.878"
"11647","DEU","ZMB",0,0,0,0,0,0,0,0,7730.947,7702.419,"7516.817","7509.091"
"11648","DEU","ZWE",0,0,0,0,0,0,0,0,8061.094,8015.01,"8044.164","8039.663"
"11649","DJI","ABW",0,0,0,0,0,0,0,0,12186.87,12186.87,"12175.09","12175.08"
"11650","DJI","AFG",0,0,0,0,0,0,0,0,3668.116,3668.116,"3621.295","3610.346"
"11651","DJI","AGO",0,0,0,0,0,0,0,0,4015.184,4015.184,"4027.682","4020.597"
"11652","DJI","AIA",0,0,0,0,0,0,0,0,11281.44,11281.44,"11281.81","11281.8"
"11653","DJI","ALB",0,0,0,0,0,0,0,0,4015.761,4015.761,"4002.985","4002.412"
"11654","DJI","AND",0,0,0,0,0,0,0,0,5287.48,5287.48,"5288.321","5288.314"
"11655","DJI","ANT",0,0,0,0,0,0,0,0,12080.26,12080.26,"11965.88","11959.66"
"11656","DJI","ARE",0,1,1,0,0,0,0,0,1861.231,1861.231,"1970.608","1968.493"
"11657","DJI","ARG",0,0,0,0,0,0,0,0,11807.19,11807.19,"11983.92","11975.78"
"11658","DJI","ARM",0,0,0,0,0,0,0,0,3184.07,3184.07,"3199.006","3198.55"
"11659","DJI","ATG",0,0,0,0,0,0,0,0,11189.11,11189.11,"11194.44","11194.37"
"11660","DJI","AUS",0,0,0,0,0,0,0,0,12390.16,12204.34,"11848.88","11756.07"
"11661","DJI","AUT",0,0,0,0,0,0,0,0,4774.016,4774.016,"4812.154","4810.903"
"11662","DJI","AZE",0,0,0,0,0,0,0,0,3269.271,3269.271,"3261.285","3260.436"
"11663","DJI","BDI",0,1,1,0,0,0,0,0,2262.605,2262.605,"2230.794","2229.985"
"11664","DJI","BEL",0,1,1,0,0,0,0,0,5604.231,5604.231,"5610.998","5610.649"
"11665","DJI","BEN",0,1,1,0,1,0,0,0,4500.04,4469.065,"4499.757","4499.089"
"11666","DJI","BFA",0,1,1,0,1,0,0,0,4874.626,4874.626,"4930.591","4926.529"
"11667","DJI","BGD",0,0,0,0,0,0,0,0,5160.373,5160.373,"5169.709","5168.504"
"11668","DJI","BGR",0,0,0,0,0,0,0,0,3954.9,3954.9,"3895.255","3893.744"
"11669","DJI","BHR",0,1,1,0,0,0,0,0,1804.659,1804.659,"1807.802","1807.664"
"11670","DJI","BHS",0,0,0,0,0,0,0,0,12398.33,12398.33,"12400.21","12400.09"
"11671","DJI","BIH",0,0,0,0,0,0,0,0,4302.767,4302.767,"4359.826","4358.586"
"11672","DJI","BLR",0,0,0,0,0,0,0,0,4902.157,4902.157,"4870.686","4868.635"
"11673","DJI","BLZ",0,0,0,0,0,0,0,0,13853.38,13853.38,"13806.76","13806.6"
"11674","DJI","BMU",0,0,0,0,0,0,0,0,10962.47,10962.47,"10953.61","10953.6"
"11675","DJI","BOL",0,0,0,0,0,0,0,0,12631.02,12351.36,"12393.91","12390.49"
"11676","DJI","BRA",0,0,0,0,0,0,0,0,10507.34,10477.24,"10222.81","10186.54"
"11677","DJI","BRB",0,0,0,0,0,0,0,0,11075.64,11075.64,"11072.58","11072.57"
"11678","DJI","BRN",0,0,0,0,0,0,0,0,7927.339,7927.339,"7901.078","7900.913"
"11679","DJI","BTN",0,0,0,0,0,0,0,0,5162.901,5162.901,"5174.483","5173.667"
"11680","DJI","BWA",0,0,0,0,0,0,0,0,4457.624,4457.624,"4305.766","4298.185"
"11681","DJI","CAF",0,1,1,0,1,0,0,0,2818.582,2818.582,"2811.881","2797.778"
"11682","DJI","CAN",0,1,1,0,0,0,0,0,11577.94,11227.18,"11769.68","11722.95"
"11683","DJI","CCK",0,0,0,0,0,0,0,0,6508.165,6508.165,".","."
"11684","DJI","CHE",0,1,1,0,0,0,0,0,5162.157,5162.157,"5153.536","5153.18"
"11685","DJI","CHL",0,0,0,0,0,0,0,0,12928.21,12928.21,"12947.32","12946.87"
"11686","DJI","CHN",0,0,0,0,0,0,0,0,7769.803,7769.803,"7830.536","7792.646"
"11687","DJI","CIV",0,1,1,0,1,0,0,0,5233.239,5341.242,"5286.421","5284.425"
"11688","DJI","CMR",0,1,1,0,1,0,0,0,3590.317,3590.317,"3549.367","3531.862"
"11689","DJI","COG",0,1,1,0,1,0,0,0,3557.617,3557.617,"3653.211","3643.28"
"11690","DJI","COK",0,0,0,0,0,0,0,0,17368.44,17368.44,"17382.13","17381.8"
"11691","DJI","COL",0,0,0,0,0,0,0,0,12960.63,12960.63,"12895.26","12893.35"
"11692","DJI","COM",0,1,1,0,1,0,0,0,2589.593,2589.593,"2611.138","2610.625"
"11693","DJI","CPV",0,0,0,0,0,0,0,0,7204.088,7204.088,"7252.116","7251.408"
"11694","DJI","CRI",0,0,0,0,0,0,0,0,13720.32,13720.32,"13727.6","13727.47"
"11695","DJI","CUB",0,0,0,0,0,0,0,0,12958.37,12958.37,"12762.5","12758.65"
"11696","DJI","CXR",0,0,0,0,0,0,0,0,7340.332,7340.332,".","."
"11697","DJI","CYM",0,0,0,0,0,0,0,0,13048.15,13048.15,"13047.57","13047.57"
"11698","DJI","CYP",0,0,0,0,0,0,0,0,2801.785,2801.785,"2792.29","2792.137"
"11699","DJI","CZE",0,0,0,0,0,0,0,0,5024.509,5024.509,"4962.461","4960.427"
"11700","DJI","DEU",0,0,0,0,0,0,0,0,5505.173,5274.28,"5357.301","5352.582"
"11701","DJI","DJI",0,0,0,0,0,0,0,0,57.28986,57.28986,"36.4512","34.16391"
"11702","DJI","DMA",0,1,0,0,0,0,0,0,11197.31,11197.31,"11192.35","11192.34"
"11703","DJI","DNK",0,0,0,0,0,0,0,0,5573.539,5573.539,"5638.513","5637.507"
"11704","DJI","DOM",0,0,0,0,0,0,0,0,11947.74,11947.74,"11969.74","11969.58"
"11705","DJI","DZA",0,1,1,0,1,0,0,0,4892.677,4892.677,"4831.652","4821.563"
"11706","DJI","ECU",0,0,0,0,0,0,0,0,13465.63,13465.63,"13592.11","13591.4"
"11707","DJI","EGY",0,1,1,0,0,0,0,0,2393.625,2393.625,"2407.081","2397.146"
"11708","DJI","ERI",1,0,1,0,0,0,0,0,621.1588,621.1588,"567.4299","481.2548"
"11709","DJI","ESH",0,1,1,0,0,0,0,0,6110.841,6110.841,"6132.605","6130.417"
"11710","DJI","ESP",0,0,0,0,0,0,0,0,5585.897,5585.897,"5510.744","5498.183"
"11711","DJI","EST",0,0,0,0,0,0,0,0,5537.962,5537.962,"5493.236","5492.486"
"11712","DJI","ETH",1,0,0,0,0,0,0,0,551.285,551.285,"553.0049","518.7699"
"11713","DJI","FIN",0,0,0,0,0,0,0,0,5605.433,5605.433,"5722.744","5719.052"
"11714","DJI","FJI",0,0,0,0,0,0,0,0,15178.71,15178.71,"15162.9","15162.66"
"11715","DJI","FLK",0,0,0,0,0,0,0,0,11784.5,11784.5,"11770.82","11769.21"
"11716","DJI","FRA",0,1,1,1,0,0,1,0,5595.459,5595.459,"5426.95","5413.912"
"11717","DJI","FRO",0,0,0,0,0,0,0,0,6871.233,6871.233,"6877.922","6877.896"
"11718","DJI","FSM",0,0,0,0,0,0,0,0,12559.95,12559.95,"11990.34","11954.87"
"11719","DJI","GAB",0,1,1,0,1,0,0,0,3930.684,3930.684,"3884.905","3880.62"
"11720","DJI","GBR",0,0,0,0,0,0,0,0,5905.048,5905.048,"6038.262","6034.191"
"11721","DJI","GEO",0,0,0,0,0,0,0,0,3355.89,3355.89,"3386.073","3385.432"
"11722","DJI","GHA",0,0,0,0,0,0,0,0,4818.582,4818.582,"4847.424","4846.289"
"11723","DJI","GIB",0,0,0,0,0,0,0,0,5564.845,5564.845,"5565.967","5565.958"
"11724","DJI","GIN",0,1,1,0,1,0,0,0,6434.075,6434.075,"6103.28","6097.815"
