"","iso_o","iso_d","contig","comlang_off","comlang_ethno","colony","comcol","curcol","col45","smctry","dist","distcap","distw","distwces"
"1","ABW","ABW",0,0,0,0,0,0,0,0,5.225315,5.225315,"25.09354","23.04723"
"2","ABW","AFG",0,0,0,0,0,0,0,0,13257.81,13257.81,"13168.22","13166.37"
"3","ABW","AGO",0,0,0,0,0,0,0,0,9516.913,9516.913,"9587.316","9584.193"
"4","ABW","AIA",0,0,1,0,0,0,0,0,983.2682,983.2682,"976.8974","976.8916"
"5","ABW","ALB",0,0,0,0,0,0,0,0,9091.742,9091.742,"9091.576","9091.466"
"6","ABW","AND",0,1,0,0,0,0,0,0,7572.788,7572.788,"7570.084","7570.083"
"7","ABW","ANT",0,1,1,0,1,0,0,1,136.3848,136.3848,"239.9064","142.8583"
"8","ABW","ARE",0,0,0,0,0,0,0,0,12735.01,12735.01,"12773.08","12772.95"
"9","ABW","ARG",0,1,0,0,0,0,0,0,5396.22,5396.22,"5187.788","5157.126"
"10","ABW","ARM",0,0,0,0,0,0,0,0,11107.78,11107.78,"11106.96","11106.76"
"11","ABW","ATG",0,0,1,0,0,0,0,0,1024.995,1024.995,"1011.003","1010.383"
"12","ABW","AUS",0,0,1,0,0,0,0,0,15237.5,15354.32,"15670.46","15638.1"
"13","ABW","AUT",0,0,0,0,0,0,0,0,8719.13,8719.13,"8632.971","8631.022"
"14","ABW","AZE",0,0,0,0,0,0,0,0,11503,11503,"11421.98","11420.91"
"15","ABW","BDI",0,0,0,0,0,0,0,0,11120.47,11120.47,"11138.74","11138.61"
"16","ABW","BEL",0,1,1,0,0,0,0,0,7847.07,7847.07,"7843.255","7843.006"
"17","ABW","BEN",0,0,0,0,0,0,0,0,7979.945,8006.697,"7915.638","7915.214"
"18","ABW","BFA",0,0,0,0,0,0,0,0,7414.016,7414.016,"7348.568","7346.228"
"19","ABW","BGD",0,0,0,0,0,0,0,0,15473.46,15473.46,"15486.16","15485.5"
"20","ABW","BGR",0,0,0,0,0,0,0,0,9348.039,9348.039,"9471.462","9469.654"
"21","ABW","BHR",0,0,0,0,0,0,0,0,12308.36,12308.36,"12296.99","12296.99"
"22","ABW","BHS",0,0,1,0,0,0,0,0,1588.515,1588.515,"1634.515","1628.143"
"23","ABW","BIH",0,0,0,0,0,0,0,0,8936.664,8936.664,"8888.42","8887.931"
"24","ABW","BLR",0,0,0,0,0,0,0,0,9382.626,9382.626,"9417.683","9415.66"
"25","ABW","BLZ",0,1,1,0,0,0,0,0,2076.216,2076.216,"2062.071","2061.483"
"26","ABW","BMU",0,0,1,0,0,0,0,0,2263.787,2263.787,"2275.432","2275.413"
"27","ABW","BOL",0,1,0,0,0,0,0,0,3240.231,3560.684,"3366.758","3353.867"
"28","ABW","BRA",0,0,0,0,0,0,0,0,4759.608,3988.915,"4431.571","4272.204"
"29","ABW","BRB",0,0,1,0,0,0,0,0,1139.24,1139.24,"1127.652","1127.615"
"30","ABW","BRN",0,0,0,0,0,0,0,0,18008.87,18008.87,"18042.75","18042.71"
"31","ABW","BTN",0,0,0,0,0,0,0,0,15070.87,15070.87,"15106.37","15106.25"
"32","ABW","BWA",0,0,1,0,0,0,0,0,11196.28,11196.28,"11178.83","11177.61"
"33","ABW","CAF",0,0,0,0,0,0,0,0,9771.96,9771.96,"9729.201","9725.6"
"34","ABW","CAN",0,0,1,0,0,0,0,0,3573.887,3696.783,"4316.013","4100.323"
"35","ABW","CCK",0,0,1,0,0,0,0,0,18614.29,18614.29,".","."
"36","ABW","CHE",0,0,0,0,0,0,0,0,8056.332,8056.332,"8074.21","8073.51"
"37","ABW","CHL",0,1,0,0,0,0,0,0,5125.68,5125.68,"5093.852","5028.641"
"38","ABW","CHN",0,0,0,0,0,0,0,0,14155.35,14155.35,"14590.92","14560.28"
